Population,Predation.Treatment,Generation,Cage.ID,Day,Date,Terraria,Time,X,Y,Estimate,Notes,Distance
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,8H 0M 0S,2,11,NA,,11.18033989
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,8H 20M 0S,2,11,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,8H 40M 0S,2,11,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,9H 0M 0S,2,10,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,9H 20M 0S,2,10,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,9H 40M 0S,2,10,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,10H 0M 0S,2,10,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,10H 20M 0S,2,10,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,10H 40M 0S,2,10,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,11H 0M 0S,2,11,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,11H 20M 0S,2,11,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,11H 40M 0S,2,11,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,12H 0M 0S,1,1,NA,,10.04987562
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,12H 20M 0S,6,9,NA,,9.433981132
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,12H 40M 0S,1,19,NA,,11.18033989
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,13H 0M 0S,2,11,NA,,8.062257748
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,13H 20M 0S,9,13,NA,,7.280109889
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,13H 40M 0S,7,4,NA,,9.219544457
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,14H 0M 0S,10,2,NA,,3.605551275
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,14H 20M 0S,10,2,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,14H 40M 0S,10,2,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,15H 0M 0S,10,2,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,15H 20M 0S,10,1,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,15H 40M 0S,10,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,16H 0M 0S,10,2,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,16H 20M 0S,10,2,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,16H 40M 0S,10,2,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,17H 0M 0S,10,2,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,17H 20M 0S,10,1,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,17H 40M 0S,9,1,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,23,18H 0M 0S,5,1,NA,,4
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,7H 40M 0S,1,1,NA,,4
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,8H 0M 0S,1,2,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,8H 20M 0S,1,2,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,8H 40M 0S,1,5,NA,,3
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,9H 0M 0S,1,5,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,9H 20M 0S,1,6,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,9H 40M 0S,2,1,NA,,5.099019514
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,10H 0M 0S,2,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,10H 20M 0S,1,1,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,10H 40M 0S,1,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,11H 0M 0S,1,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,11H 20M 0S,1,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,11H 40M 0S,1,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,12H 0M 0S,1,7,NA,,6
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,12H 20M 0S,1,21,NA,,14
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,12H 40M 0S,1,21,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,13H 0M 0S,10,1,NA,,21.9317122
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,13H 20M 0S,10,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,13H 40M 0S,10,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,14H 0M 0S,10,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,14H 20M 0S,10,1,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,14H 40M 0S,9,1,NA,,1
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,15H 0M 0S,1,21,NA,,21.54065923
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,15H 20M 0S,1,21,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,15H 40M 0S,1,21,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,16H 0M 0S,1,21,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,16H 20M 0S,1,21,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,16H 40M 0S,1,21,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,17H 0M 0S,1,21,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,17H 20M 0S,1,21,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,17H 40M 0S,1,21,NA,,0
SC,Predator,F2,S_SCN_P7,2,8/23/23,24,18H 0M 0S,1,21,NA,,0
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,7H 40M 0S,9,1,NA,,1
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,8H 0M 0S,9,2,NA,,1
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,8H 20M 0S,7,1,NA,,2.236067977
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,8H 40M 0S,6,5,NA,,4.123105626
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,9H 0M 0S,6,5,NA,,0
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,9H 20M 0S,5,3,NA,,2.236067977
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,9H 40M 0S,5,3,NA,,0
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,10H 0M 0S,1,7,NA,,5.656854249
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,10H 20M 0S,2,1,NA,,6.08276253
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,10H 40M 0S,7,17,NA,,16.76305461
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,11H 0M 0S,7,17,NA,,0
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,11H 20M 0S,6,17,NA,,1
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,11H 40M 0S,10,2,NA,,15.5241747
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,12H 0M 0S,4,21,NA,,19.92485885
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,12H 20M 0S,4,21,NA,,0
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,12H 40M 0S,8,2,NA,,19.41648784
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,13H 0M 0S,8,1,NA,,1
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,13H 20M 0S,2,19,NA,,18.97366596
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,13H 40M 0S,3,21,NA,,2.236067977
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,14H 0M 0S,7,17,NA,,5.656854249
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,14H 20M 0S,2,18,NA,,5.099019514
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,14H 40M 0S,1,21,NA,,3.16227766
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,15H 0M 0S,2,16,NA,,5.099019514
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,15H 20M 0S,5,20,NA,,5
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,15H 40M 0S,7,20,NA,,2
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,16H 0M 0S,7,20,NA,,0
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,16H 20M 0S,7,6,NA,,14
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,16H 40M 0S,8,3,NA,,3.16227766
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,17H 0M 0S,2,19,NA,,17.08800749
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,17H 20M 0S,10,20,NA,,8.062257748
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,17H 40M 0S,10,20,NA,,0
SP,Predator,F1,S_SPN_P8,2,8/23/23,6,18H 0M 0S,10,20,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,7H 40M 0S,8,1,NA,,21.1896201
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,8H 0M 0S,8,1,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,8H 20M 0S,8,1,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,8H 40M 0S,6,1,NA,,2
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,9H 0M 0S,6,1,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,9H 20M 0S,1,4,NA,,5.830951895
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,9H 40M 0S,1,4,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,10H 0M 0S,1,4,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,10H 20M 0S,1,11,NA,,7
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,10H 40M 0S,1,11,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,11H 0M 0S,1,11,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,11H 20M 0S,5,21,NA,,10.77032961
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,11H 40M 0S,6,21,NA,,1
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,12H 0M 0S,6,21,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,12H 20M 0S,6,21,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,12H 40M 0S,1,21,NA,,5
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,13H 0M 0S,1,21,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,13H 20M 0S,1,21,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,13H 40M 0S,1,21,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,14H 0M 0S,1,21,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,14H 20M 0S,1,21,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,14H 40M 0S,1,17,NA,,4
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,15H 0M 0S,5,20,NA,,5
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,15H 20M 0S,5,20,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,15H 40M 0S,5,21,NA,,1
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,16H 0M 0S,1,21,NA,,4
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,16H 20M 0S,3,21,NA,,2
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,16H 40M 0S,3,18,NA,,3
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,17H 0M 0S,7,21,NA,,5
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,17H 20M 0S,7,21,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,17H 40M 0S,7,21,NA,,0
SP,Predator,F1,S_SPN_P3,2,8/23/23,1,18H 0M 0S,7,21,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,7H 40M 0S,8,4,NA,,17.72004515
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,8H 0M 0S,8,4,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,8H 20M 0S,1,5,NA,,7.071067812
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,8H 40M 0S,1,5,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,9H 0M 0S,1,5,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,9H 20M 0S,1,1,NA,,4
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,9H 40M 0S,1,4,NA,,3
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,10H 0M 0S,1,1,NA,,3
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,10H 20M 0S,1,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,10H 40M 0S,1,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,11H 0M 0S,2,1,NA,,1
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,11H 20M 0S,3,1,NA,,1
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,11H 40M 0S,3,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,12H 0M 0S,3,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,12H 20M 0S,1,1,NA,,2
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,12H 40M 0S,1,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,13H 0M 0S,1,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,13H 20M 0S,1,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,13H 40M 0S,1,6,NA,,5
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,14H 0M 0S,1,1,NA,,5
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,14H 20M 0S,5,1,NA,,4
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,14H 40M 0S,6,1,NA,,1
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,15H 0M 0S,6,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,15H 20M 0S,6,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,15H 40M 0S,6,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,16H 0M 0S,1,1,NA,,5
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,16H 20M 0S,1,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,16H 40M 0S,3,1,NA,,2
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,17H 0M 0S,3,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,17H 20M 0S,3,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,17H 40M 0S,3,1,NA,,0
FN,Herbivore,F2,S_FNN_H8,1,8/22/23,8,18H 0M 0S,3,1,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,7H 40M 0S,NA,NA,NA,,21.02379604
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,8H 0M 0S,7,20,NA,,21.1896201
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,8H 20M 0S,7,20,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,8H 40M 0S,7,20,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,9H 0M 0S,7,20,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,9H 20M 0S,7,20,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,9H 40M 0S,7,20,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,10H 0M 0S,7,20,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,10H 20M 0S,6,21,NA,,1.414213562
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,10H 40M 0S,7,20,NA,,1.414213562
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,11H 0M 0S,7,20,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,11H 20M 0S,8,21,NA,,1.414213562
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,11H 40M 0S,10,21,NA,,2
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,12H 0M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,12H 20M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,12H 40M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,13H 0M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,13H 20M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,13H 40M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,14H 0M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,14H 20M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,14H 40M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,15H 0M 0S,10,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,15H 20M 0S,10,20,NA,,1
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,15H 40M 0S,5,21,NA,,5.099019514
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,16H 0M 0S,4,21,NA,,1
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,16H 20M 0S,4,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,16H 40M 0S,4,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,17H 0M 0S,4,21,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,17H 20M 0S,4,20,NA,,1
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,17H 40M 0S,4,20,NA,,0
DC,Herbivore,F1,Baker Cage,2,8/23/23,13,18H 0M 0S,4,20,NA,,0
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,7H 40M 0S,8,4,NA,,8.94427191
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,8H 0M 0S,8,4,NA,,0
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,8H 20M 0S,4,21,NA,,17.4642492
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,8H 40M 0S,2,21,NA,,2
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,9H 0M 0S,1,20,NA,,1.414213562
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,9H 20M 0S,1,20,NA,,0
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,9H 40M 0S,1,20,NA,,0
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,10H 0M 0S,1,20,NA,,0
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,10H 20M 0S,1,18,NA,,2
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,10H 40M 0S,1,18,NA,,0
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,11H 0M 0S,1,18,NA,,0
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,11H 20M 0S,1,18,NA,,0
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,11H 40M 0S,1,14,NA,,4
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,12H 0M 0S,3,9,NA,,5.385164807
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,12H 20M 0S,1,20,NA,,11.18033989
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,12H 40M 0S,1,13,NA,,7
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,13H 0M 0S,1,21,NA,,8
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,13H 20M 0S,1,20,NA,,1
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,13H 40M 0S,1,18,NA,,2
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,14H 0M 0S,1,9,NA,,9
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,14H 20M 0S,1,8,NA,,1
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,14H 40M 0S,1,17,NA,,9
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,15H 0M 0S,1,18,NA,,1
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,15H 20M 0S,1,18,NA,,0
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,15H 40M 0S,2,14,NA,,4.123105626
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,16H 0M 0S,1,21,NA,,7.071067812
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,16H 20M 0S,1,20,NA,,1
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,16H 40M 0S,1,17,NA,,3
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,17H 0M 0S,1,14,NA,,3
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,17H 20M 0S,1,17,NA,,3
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,17H 40M 0S,4,6,NA,,11.40175425
MC,Herbivore,F2,S_MCN_H8,1,8/22/23,12,18H 0M 0S,1,20,NA,,14.31782106
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,7H 40M 0S,NA,NA,NA,,5.099019514
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,8H 0M 0S,6,2,NA,,6.32455532
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,8H 20M 0S,8,10,NA,,8.246211251
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,8H 40M 0S,6,1,NA,,9.219544457
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,9H 0M 0S,7,2,NA,,1.414213562
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,9H 20M 0S,8,1,NA,,1.414213562
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,9H 40M 0S,2,1,NA,,6
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,10H 0M 0S,2,1,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,10H 20M 0S,2,1,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,10H 40M 0S,2,2,NA,,1
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,11H 0M 0S,2,2,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,11H 20M 0S,2,1,NA,,1
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,11H 40M 0S,4,3,NA,,2.828427125
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,12H 0M 0S,7,1,NA,,3.605551275
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,12H 20M 0S,10,7,NA,,6.708203932
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,12H 40M 0S,1,1,NA,,10.81665383
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,13H 0M 0S,2,5,NA,,4.123105626
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,13H 20M 0S,4,20,NA,,15.13274595
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,13H 40M 0S,2,21,NA,,2.236067977
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,14H 0M 0S,2,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,14H 20M 0S,2,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,14H 40M 0S,2,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,15H 0M 0S,2,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,15H 20M 0S,2,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,15H 40M 0S,1,21,NA,,1
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,16H 0M 0S,1,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,16H 20M 0S,1,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,16H 40M 0S,1,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,17H 0M 0S,1,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,17H 20M 0S,1,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,17H 40M 0S,1,21,NA,,0
SP,Herbivore,F1,Baker Cage,2,8/23/23,9,18H 0M 0S,1,21,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,7H 40M 0S,NA,NA,NA,,21.09502311
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,8H 0M 0S,1,8,NA,,8.062257748
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,8H 20M 0S,1,9,NA,,1
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,8H 40M 0S,1,9,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,9H 0M 0S,1,9,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,9H 20M 0S,1,9,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,9H 40M 0S,1,10,NA,,1
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,10H 0M 0S,1,9,NA,,1
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,10H 20M 0S,1,9,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,10H 40M 0S,1,9,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,11H 0M 0S,1,9,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,11H 20M 0S,1,9,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,11H 40M 0S,1,9,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,12H 0M 0S,1,10,NA,,1
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,12H 20M 0S,1,9,NA,,1
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,12H 40M 0S,1,9,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,13H 0M 0S,2,21,NA,,12.04159458
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,13H 20M 0S,2,21,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,13H 40M 0S,2,21,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,14H 0M 0S,2,21,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,14H 20M 0S,2,21,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,14H 40M 0S,2,21,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,15H 0M 0S,2,21,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,15H 20M 0S,2,21,NA,,0
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,15H 40M 0S,1,21,NA,,1
SP,Herbivore,F2,S_SPN_H1,2,8/23/23,12,16H 0M 0S,1,21,NA,,0
