Population,Predation.Treatment,Generation,Cage.ID,Day,Date,Terraria,Time,X,Y,Estimate,Notes,Distance
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,10H 40M 0S,2,8,NA,,5
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,11H 0M 0S,3,5,NA,,3.16227766
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,11H 20M 0S,2,8,NA,,3.16227766
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,11H 40M 0S,2,8,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,12H 0M 0S,6,7,NA,,4.123105626
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,12H 20M 0S,1,6,NA,,5.099019514
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,12H 40M 0S,1,16,NA,,10
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,13H 0M 0S,7,2,NA,,15.23154621
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,13H 20M 0S,7,1,NA,,1
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,13H 40M 0S,9,6,NA,,5.385164807
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,14H 0M 0S,1,6,NA,,8
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,14H 20M 0S,2,7,NA,,1.414213562
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,14H 40M 0S,2,9,NA,,2
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,15H 0M 0S,2,9,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,15H 20M 0S,2,9,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,15H 40M 0S,2,9,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,16H 0M 0S,2,5,NA,,4
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,16H 20M 0S,1,9,NA,,4.123105626
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,16H 40M 0S,1,9,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,17H 0M 0S,1,9,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,17H 20M 0S,1,9,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,17H 40M 0S,2,6,NA,,3.16227766
DC,Predator,F2,S_DCN_P3,3,9/1/23,28,18H 0M 0S,2,8,NA,,2
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,7H 40M 0S,6,5,NA,,7.810249676
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,8H 0M 0S,6,5,NA,,0
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,8H 20M 0S,1,3,NA,,5.385164807
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,8H 40M 0S,5,6,NA,,5
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,9H 0M 0S,3,15,NA,,9.219544457
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,9H 20M 0S,2,18,NA,,3.16227766
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,9H 40M 0S,2,16,NA,,2
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,10H 0M 0S,10,21,NA,,9.433981132
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,10H 20M 0S,9,21,NA,,1
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,10H 40M 0S,2,21,NA,,7
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,11H 0M 0S,2,19,NA,,2
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,11H 20M 0S,3,1,NA,,18.02775638
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,11H 40M 0S,3,1,NA,,0
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,12H 0M 0S,3,1,NA,,0
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,12H 20M 0S,7,1,NA,,4
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,12H 40M 0S,4,18,NA,,17.2626765
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,13H 0M 0S,1,13,NA,,5.830951895
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,13H 20M 0S,6,21,NA,,9.433981132
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,13H 40M 0S,9,8,NA,,13.34166406
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,14H 0M 0S,2,20,NA,,13.89244399
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,14H 20M 0S,1,15,NA,,5.099019514
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,14H 40M 0S,2,20,NA,,5.099019514
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,15H 0M 0S,6,21,NA,,4.123105626
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,15H 20M 0S,1,7,NA,,14.86606875
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,15H 40M 0S,2,12,NA,,5.099019514
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,16H 0M 0S,6,11,NA,,4.123105626
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,16H 20M 0S,4,2,NA,,9.219544457
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,16H 40M 0S,4,2,NA,,0
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,17H 0M 0S,7,1,NA,,3.16227766
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,17H 20M 0S,7,1,NA,,0
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,17H 40M 0S,7,1,NA,,0
FN,Predator,F1,S_FNN_P8,3,9/1/23,18,18H 0M 0S,7,1,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,7H 40M 0S,9,12,NA,,12.04159458
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,8H 0M 0S,8,11,NA,,1.414213562
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,8H 20M 0S,8,10,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,8H 40M 0S,9,12,NA,,2.236067977
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,9H 0M 0S,9,11,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,9H 20M 0S,9,11,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,9H 40M 0S,9,12,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,10H 0M 0S,8,11,NA,,1.414213562
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,10H 20M 0S,4,9,NA,,4.472135955
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,10H 40M 0S,2,21,NA,,12.16552506
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,11H 0M 0S,3,4,NA,,17.02938637
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,11H 20M 0S,2,2,NA,,2.236067977
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,11H 40M 0S,1,13,NA,,11.04536102
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,12H 0M 0S,1,14,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,12H 20M 0S,1,21,NA,,7
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,12H 40M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,13H 0M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,13H 20M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,13H 40M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,14H 0M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,14H 20M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,14H 40M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,15H 0M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,15H 20M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,15H 40M 0S,3,3,NA,,18.11077028
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,16H 0M 0S,2,1,NA,,2.236067977
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,16H 20M 0S,1,1,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,16H 40M 0S,1,1,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,17H 0M 0S,1,1,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,17H 20M 0S,1,1,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,17H 40M 0S,1,1,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,21,18H 0M 0S,1,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,7H 40M 0S,8,1,NA,,8.485281374
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,8H 0M 0S,7,1,NA,,1
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,8H 20M 0S,10,1,NA,,3
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,8H 40M 0S,9,1,NA,,1
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,9H 0M 0S,9,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,9H 20M 0S,6,1,NA,,3
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,9H 40M 0S,6,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,10H 0M 0S,6,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,10H 20M 0S,6,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,10H 40M 0S,6,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,11H 0M 0S,6,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,11H 20M 0S,1,1,NA,,5
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,11H 40M 0S,8,6,NA,,8.602325267
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,12H 0M 0S,10,7,1,,2.236067977
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,12H 20M 0S,1,17,NA,,13.45362405
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,12H 40M 0S,7,5,NA,,13.41640786
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,13H 0M 0S,10,17,NA,,12.36931688
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,13H 20M 0S,10,17,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,13H 40M 0S,10,17,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,14H 0M 0S,10,17,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,14H 20M 0S,4,1,NA,,17.08800749
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,14H 40M 0S,4,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,15H 0M 0S,2,19,NA,,18.11077028
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,15H 20M 0S,4,1,NA,,18.11077028
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,15H 40M 0S,6,1,NA,,2
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,16H 0M 0S,7,1,NA,,1
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,16H 20M 0S,6,1,NA,,1
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,16H 40M 0S,7,1,NA,,1
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,17H 0M 0S,7,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,17H 20M 0S,7,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,17H 40M 0S,7,1,NA,,0
UP,Predator,F1,S_UPH_P6,3,9/1/23,5,18H 0M 0S,5,1,NA,,2
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,7H 40M 0S,2,21,NA,,20.88061302
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,8H 0M 0S,2,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,8H 20M 0S,2,20,NA,,1
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,8H 40M 0S,2,21,NA,,1
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,9H 0M 0S,2,20,NA,,1
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,9H 20M 0S,2,20,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,9H 40M 0S,2,20,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,10H 0M 0S,2,20,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,10H 20M 0S,9,21,NA,,7.071067812
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,10H 40M 0S,10,21,NA,,1
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,11H 0M 0S,10,17,NA,,4
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,11H 20M 0S,10,17,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,11H 40M 0S,9,21,NA,,4.123105626
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,12H 0M 0S,2,20,NA,,7.071067812
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,12H 20M 0S,1,11,NA,,9.055385138
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,12H 40M 0S,4,21,NA,,10.44030651
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,13H 0M 0S,1,21,NA,,3
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,13H 20M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,13H 40M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,14H 0M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,14H 20M 0S,10,14,NA,,11.40175425
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,14H 40M 0S,9,21,NA,,7.071067812
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,15H 0M 0S,1,21,NA,,8
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,15H 20M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,15H 40M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,16H 0M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,16H 20M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,16H 40M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,17H 0M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,17H 20M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,17H 40M 0S,1,21,NA,,0
SC,Predator,F1,S_SCN_P2,3,9/1/23,20,18H 0M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,7H 40M 0S,2,5,NA,,15.03329638
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,8H 0M 0S,2,5,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,8H 20M 0S,2,5,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,8H 40M 0S,2,5,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,9H 0M 0S,2,5,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,9H 20M 0S,2,5,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,9H 40M 0S,2,9,NA,,4
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,10H 0M 0S,2,1,NA,,8
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,10H 20M 0S,2,1,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,10H 40M 0S,2,1,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,11H 0M 0S,1,21,NA,,20.02498439
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,11H 20M 0S,10,4,NA,,19.23538406
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,11H 40M 0S,10,6,NA,,2
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,12H 0M 0S,10,7,NA,,1
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,12H 20M 0S,10,1,NA,,6
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,12H 40M 0S,2,3,NA,,8.246211251
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,13H 0M 0S,1,21,NA,,18.02775638
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,13H 20M 0S,9,10,NA,,13.60147051
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,13H 40M 0S,1,20,NA,,12.80624847
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,14H 0M 0S,1,20,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,14H 20M 0S,2,15,NA,,5.099019514
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,14H 40M 0S,2,17,NA,,2
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,15H 0M 0S,3,10,NA,,7.071067812
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,15H 20M 0S,6,3,NA,,7.615773106
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,15H 40M 0S,2,2,NA,,4.123105626
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,16H 0M 0S,4,1,NA,,2.236067977
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,16H 20M 0S,5,1,NA,,1
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,16H 40M 0S,5,1,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,17H 0M 0S,5,1,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,17H 20M 0S,5,1,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,17H 40M 0S,5,1,NA,,0
DC,Predator,F1,S_DCN_P4,3,9/1/23,26,18H 0M 0S,5,1,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,7H 40M 0S,NA,NA,NA,,2.236067977
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,8H 0M 0S,5,6,NA,,7.810249676
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,8H 20M 0S,8,7,NA,,3.16227766
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,8H 40M 0S,7,7,NA,,1
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,9H 0M 0S,8,2,NA,,5.099019514
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,9H 20M 0S,7,2,NA,,1
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,9H 40M 0S,7,2,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,10H 0M 0S,8,1,NA,,1.414213562
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,10H 20M 0S,8,1,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,10H 40M 0S,8,1,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,11H 0M 0S,8,1,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,11H 20M 0S,7,2,NA,,1.414213562
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,11H 40M 0S,6,4,NA,,2.236067977
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,12H 0M 0S,10,14,NA,,10.77032961
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,12H 20M 0S,10,18,NA,,4
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,12H 40M 0S,2,19,NA,,8.062257748
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,13H 0M 0S,7,5,NA,,14.86606875
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,13H 20M 0S,2,21,NA,,16.76305461
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,13H 40M 0S,5,21,NA,,3
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,14H 0M 0S,6,21,NA,,1
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,14H 20M 0S,10,20,NA,,4.123105626
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,14H 40M 0S,10,18,NA,,2
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,15H 0M 0S,3,21,NA,,7.615773106
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,15H 20M 0S,1,19,NA,,2.828427125
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,15H 40M 0S,1,19,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,16H 0M 0S,1,19,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,16H 20M 0S,1,19,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,16H 40M 0S,1,19,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,17H 0M 0S,1,20,NA,,1
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,17H 20M 0S,1,20,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,17H 40M 0S,1,20,NA,,0
DC,Predator,F2,S_DCN_P3,3,9/1/23,24,18H 0M 0S,1,20,NA,,0
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,7H 40M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,8H 0M 0S,4,1,NA,,1
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,8H 20M 0S,1,2,NA,,3.16227766
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,8H 40M 0S,1,4,NA,,2
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,9H 0M 0S,1,6,NA,,2
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,9H 20M 0S,6,1,NA,,7.071067812
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,9H 40M 0S,6,2,NA,,1
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,10H 0M 0S,7,4,NA,,2.236067977
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,10H 20M 0S,6,2,NA,,2.236067977
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,10H 40M 0S,6,2,NA,,0
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,11H 0M 0S,6,6,NA,,4
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,11H 20M 0S,9,21,NA,,15.29705854
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,11H 40M 0S,10,21,NA,,1
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,12H 0M 0S,10,21,NA,,0
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,12H 20M 0S,10,21,NA,,0
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,12H 40M 0S,10,21,NA,,0
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,13H 0M 0S,6,19,NA,,4.472135955
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,13H 20M 0S,10,21,NA,,4.472135955
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,13H 40M 0S,10,20,NA,,1
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,14H 0M 0S,6,19,NA,,4.123105626
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,14H 20M 0S,10,20,NA,,4.123105626
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,14H 40M 0S,10,20,NA,,0
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,15H 0M 0S,5,21,NA,,5.099019514
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,15H 20M 0S,7,20,NA,,2.236067977
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,15H 40M 0S,6,21,NA,,1.414213562
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,16H 0M 0S,10,21,NA,,4
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,16H 20M 0S,10,20,NA,,1
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,16H 40M 0S,9,15,NA,,5.099019514
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,17H 0M 0S,7,20,NA,,5.385164807
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,17H 20M 0S,10,20,NA,,3
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,17H 40M 0S,10,20,NA,,0
UP,Predator,F1,S_UPH_P8,3,9/1/23,6,18H 0M 0S,10,20,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,7H 40M 0S,1,21,NA,,20
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,8H 0M 0S,4,21,NA,,3
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,8H 20M 0S,2,21,NA,,2
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,8H 40M 0S,3,21,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,9H 0M 0S,3,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,9H 20M 0S,3,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,9H 40M 0S,4,20,NA,,1.414213562
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,10H 0M 0S,3,20,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,10H 20M 0S,3,21,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,10H 40M 0S,3,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,11H 0M 0S,7,17,NA,,5.656854249
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,11H 20M 0S,3,21,NA,,5.656854249
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,11H 40M 0S,2,21,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,12H 0M 0S,10,15,NA,,10
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,12H 20M 0S,10,8,NA,,7
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,12H 40M 0S,10,8,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,13H 0M 0S,10,8,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,13H 20M 0S,10,9,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,13H 40M 0S,10,20,NA,,11
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,14H 0M 0S,1,21,NA,,9.055385138
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,14H 20M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,14H 40M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,15H 0M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,15H 20M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,15H 40M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,16H 0M 0S,2,21,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,16H 20M 0S,2,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,16H 40M 0S,2,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,17H 0M 0S,2,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,17H 20M 0S,1,21,NA,,1
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,17H 40M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P8,3,9/1/23,22,18H 0M 0S,1,21,NA,,0
SP,Herbivore,F2,S_SPN_H5,1,8/22/23,15,7H 40M 0S,NA,NA,NA,,19.10497317
SP,Herbivore,F2,S_SPN_H5,1,8/22/23,15,8H 0M 0S,1,3,NA,,3.16227766
