"Population","Predation.Treatment","Generation","Cage.ID","Day","Date","Terraria","Time","X","Y","Estimate","Notes","Distance","DateTime","Nearest_Temperature","id","Type","Y_centered"
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,9H 20M 0S,8,20,NA,"",0,2023-09-01 09:20:00,22.82,"DC_Predator_F1_3_26","Physiology",16
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,9H 40M 0S,8,36,NA,"",16,2023-09-01 09:40:00,21.32,"DC_Predator_F1_3_26","Physiology",32
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,10H 0M 0S,8,4,NA,"",32,2023-09-01 10:00:00,23.08,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,10H 20M 0S,8,4,NA,"",0,2023-09-01 10:20:00,23.03,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,10H 40M 0S,8,4,NA,"",0,2023-09-01 10:40:00,24.02,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,11H 0M 0S,4,84,NA,"",80.09993756,2023-09-01 11:00:00,22.86,"DC_Predator_F1_3_26","Physiology",80
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,11H 20M 0S,40,16,NA,"",76.94153624,2023-09-01 11:20:00,22.95,"DC_Predator_F1_3_26","Physiology",12
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,11H 40M 0S,40,24,NA,"",8,2023-09-01 11:40:00,24.11,"DC_Predator_F1_3_26","Physiology",20
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,12H 0M 0S,40,28,NA,"",4,2023-09-01 12:00:00,22.99,"DC_Predator_F1_3_26","Physiology",24
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,12H 20M 0S,40,4,NA,"",24,2023-09-01 12:20:00,22.73,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,12H 40M 0S,8,12,NA,"",32.984845004,2023-09-01 12:40:00,23.55,"DC_Predator_F1_3_26","Physiology",8
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,13H 0M 0S,4,84,NA,"",72.11102552,2023-09-01 13:00:00,24.54,"DC_Predator_F1_3_26","Physiology",80
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,13H 20M 0S,36,40,NA,"",54.40588204,2023-09-01 13:20:00,25.05,"DC_Predator_F1_3_26","Physiology",36
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,13H 40M 0S,4,80,NA,"",51.22499388,2023-09-01 13:40:00,26.04,"DC_Predator_F1_3_26","Physiology",76
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,14H 0M 0S,4,80,NA,"",0,2023-09-01 14:00:00,25.31,"DC_Predator_F1_3_26","Physiology",76
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,14H 20M 0S,8,60,NA,"",20.396078056,2023-09-01 14:20:00,26.17,"DC_Predator_F1_3_26","Physiology",56
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,14H 40M 0S,8,68,NA,"",8,2023-09-01 14:40:00,25.99,"DC_Predator_F1_3_26","Physiology",64
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,15H 0M 0S,12,40,NA,"",28.284271248,2023-09-01 15:00:00,26.6,"DC_Predator_F1_3_26","Physiology",36
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,15H 20M 0S,24,12,NA,"",30.463092424,2023-09-01 15:20:00,26.81,"DC_Predator_F1_3_26","Physiology",8
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,15H 40M 0S,8,8,NA,"",16.492422504,2023-09-01 15:40:00,26.21,"DC_Predator_F1_3_26","Physiology",4
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,16H 0M 0S,16,4,NA,"",8.944271908,2023-09-01 16:00:00,26.9,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,16H 20M 0S,20,4,NA,"",4,2023-09-01 16:20:00,26.47,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,16H 40M 0S,20,4,NA,"",0,2023-09-01 16:40:00,25.74,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,17H 0M 0S,20,4,NA,"",0,2023-09-01 17:00:00,25.35,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,17H 20M 0S,20,4,NA,"",0,2023-09-01 17:20:00,25.09,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,17H 40M 0S,20,4,NA,"",0,2023-09-01 17:40:00,25.22,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G1","S_DCN_P4",3,"9/1/23",26,18H 0M 0S,20,4,NA,"",0,2023-09-01 18:00:00,25.57,"DC_Predator_F1_3_26","Physiology",0
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,9H 0M 0S,32,8,NA,"",20.396078056,2023-09-01 09:00:00,23.21,"DC_Predator_F2_3_24","Physiology",4
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,9H 20M 0S,28,8,NA,"",4,2023-09-01 09:20:00,22.82,"DC_Predator_F2_3_24","Physiology",4
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,9H 40M 0S,28,8,NA,"",0,2023-09-01 09:40:00,21.32,"DC_Predator_F2_3_24","Physiology",4
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,10H 0M 0S,32,4,NA,"",5.656854248,2023-09-01 10:00:00,23.08,"DC_Predator_F2_3_24","Physiology",0
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,10H 20M 0S,32,4,NA,"",0,2023-09-01 10:20:00,23.03,"DC_Predator_F2_3_24","Physiology",0
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,10H 40M 0S,32,4,NA,"",0,2023-09-01 10:40:00,24.02,"DC_Predator_F2_3_24","Physiology",0
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,11H 0M 0S,32,4,NA,"",0,2023-09-01 11:00:00,22.86,"DC_Predator_F2_3_24","Physiology",0
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,11H 20M 0S,28,8,NA,"",5.656854248,2023-09-01 11:20:00,22.95,"DC_Predator_F2_3_24","Physiology",4
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,11H 40M 0S,24,16,NA,"",8.944271908,2023-09-01 11:40:00,24.11,"DC_Predator_F2_3_24","Physiology",12
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,12H 0M 0S,40,56,NA,"",43.08131844,2023-09-01 12:00:00,22.99,"DC_Predator_F2_3_24","Physiology",52
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,12H 20M 0S,40,72,NA,"",16,2023-09-01 12:20:00,22.73,"DC_Predator_F2_3_24","Physiology",68
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,12H 40M 0S,8,76,NA,"",32.249030992,2023-09-01 12:40:00,23.55,"DC_Predator_F2_3_24","Physiology",72
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,13H 0M 0S,28,20,NA,"",59.464275,2023-09-01 13:00:00,24.54,"DC_Predator_F2_3_24","Physiology",16
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,13H 20M 0S,8,84,NA,"",67.05221844,2023-09-01 13:20:00,25.05,"DC_Predator_F2_3_24","Physiology",80
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,13H 40M 0S,20,84,NA,"",12,2023-09-01 13:40:00,26.04,"DC_Predator_F2_3_24","Physiology",80
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,14H 0M 0S,24,84,NA,"",4,2023-09-01 14:00:00,25.31,"DC_Predator_F2_3_24","Physiology",80
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,14H 20M 0S,40,80,NA,"",16.492422504,2023-09-01 14:20:00,26.17,"DC_Predator_F2_3_24","Physiology",76
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,14H 40M 0S,40,72,NA,"",8,2023-09-01 14:40:00,25.99,"DC_Predator_F2_3_24","Physiology",68
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,15H 0M 0S,12,84,NA,"",30.463092424,2023-09-01 15:00:00,26.6,"DC_Predator_F2_3_24","Physiology",80
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,15H 20M 0S,4,76,NA,"",11.3137085,2023-09-01 15:20:00,26.81,"DC_Predator_F2_3_24","Physiology",72
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,15H 40M 0S,4,76,NA,"",0,2023-09-01 15:40:00,26.21,"DC_Predator_F2_3_24","Physiology",72
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,16H 0M 0S,4,76,NA,"",0,2023-09-01 16:00:00,26.9,"DC_Predator_F2_3_24","Physiology",72
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,16H 20M 0S,4,76,NA,"",0,2023-09-01 16:20:00,26.47,"DC_Predator_F2_3_24","Physiology",72
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,16H 40M 0S,4,76,NA,"",0,2023-09-01 16:40:00,25.74,"DC_Predator_F2_3_24","Physiology",72
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,17H 0M 0S,4,80,NA,"",4,2023-09-01 17:00:00,25.35,"DC_Predator_F2_3_24","Physiology",76
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,17H 20M 0S,4,80,NA,"",0,2023-09-01 17:20:00,25.09,"DC_Predator_F2_3_24","Physiology",76
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,17H 40M 0S,4,80,NA,"",0,2023-09-01 17:40:00,25.22,"DC_Predator_F2_3_24","Physiology",76
"DC","Predator","G2","S_DCN_P3",3,"9/1/23",24,18H 0M 0S,4,80,NA,"",0,2023-09-01 18:00:00,25.57,"DC_Predator_F2_3_24","Physiology",76
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,9H 0M 0S,4,24,NA,"",8,2023-09-01 09:00:00,23.21,"UP_Predator_F1_3_6","Behavior",20
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,9H 20M 0S,24,4,NA,"",28.284271248,2023-09-01 09:20:00,22.82,"UP_Predator_F1_3_6","Behavior",0
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,9H 40M 0S,24,8,NA,"",4,2023-09-01 09:40:00,21.32,"UP_Predator_F1_3_6","Behavior",4
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,10H 0M 0S,28,16,NA,"",8.944271908,2023-09-01 10:00:00,23.08,"UP_Predator_F1_3_6","Behavior",12
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,10H 20M 0S,24,8,NA,"",8.944271908,2023-09-01 10:20:00,23.03,"UP_Predator_F1_3_6","Behavior",4
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,10H 40M 0S,24,8,NA,"",0,2023-09-01 10:40:00,24.02,"UP_Predator_F1_3_6","Behavior",4
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,11H 0M 0S,24,24,NA,"",16,2023-09-01 11:00:00,22.86,"UP_Predator_F1_3_6","Behavior",20
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,11H 20M 0S,36,84,NA,"",61.18823416,2023-09-01 11:20:00,22.95,"UP_Predator_F1_3_6","Behavior",80
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,11H 40M 0S,40,84,NA,"",4,2023-09-01 11:40:00,24.11,"UP_Predator_F1_3_6","Behavior",80
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,12H 0M 0S,40,84,NA,"",0,2023-09-01 12:00:00,22.99,"UP_Predator_F1_3_6","Behavior",80
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,12H 20M 0S,40,84,NA,"",0,2023-09-01 12:20:00,22.73,"UP_Predator_F1_3_6","Behavior",80
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,12H 40M 0S,40,84,NA,"",0,2023-09-01 12:40:00,23.55,"UP_Predator_F1_3_6","Behavior",80
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,13H 0M 0S,24,76,NA,"",17.88854382,2023-09-01 13:00:00,24.54,"UP_Predator_F1_3_6","Behavior",72
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,13H 20M 0S,40,84,NA,"",17.88854382,2023-09-01 13:20:00,25.05,"UP_Predator_F1_3_6","Behavior",80
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,13H 40M 0S,40,80,NA,"",4,2023-09-01 13:40:00,26.04,"UP_Predator_F1_3_6","Behavior",76
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,14H 0M 0S,24,76,NA,"",16.492422504,2023-09-01 14:00:00,25.31,"UP_Predator_F1_3_6","Behavior",72
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,14H 20M 0S,40,80,NA,"",16.492422504,2023-09-01 14:20:00,26.17,"UP_Predator_F1_3_6","Behavior",76
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,14H 40M 0S,40,80,NA,"",0,2023-09-01 14:40:00,25.99,"UP_Predator_F1_3_6","Behavior",76
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,15H 0M 0S,20,84,NA,"",20.396078056,2023-09-01 15:00:00,26.6,"UP_Predator_F1_3_6","Behavior",80
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,15H 20M 0S,28,80,NA,"",8.944271908,2023-09-01 15:20:00,26.81,"UP_Predator_F1_3_6","Behavior",76
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,15H 40M 0S,24,84,NA,"",5.656854248,2023-09-01 15:40:00,26.21,"UP_Predator_F1_3_6","Behavior",80
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,16H 0M 0S,40,84,NA,"",16,2023-09-01 16:00:00,26.9,"UP_Predator_F1_3_6","Behavior",80
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,16H 20M 0S,40,80,NA,"",4,2023-09-01 16:20:00,26.47,"UP_Predator_F1_3_6","Behavior",76
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,16H 40M 0S,36,60,NA,"",20.396078056,2023-09-01 16:40:00,25.74,"UP_Predator_F1_3_6","Behavior",56
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,17H 0M 0S,28,80,NA,"",21.540659228,2023-09-01 17:00:00,25.35,"UP_Predator_F1_3_6","Behavior",76
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,17H 20M 0S,40,80,NA,"",12,2023-09-01 17:20:00,25.09,"UP_Predator_F1_3_6","Behavior",76
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,17H 40M 0S,40,80,NA,"",0,2023-09-01 17:40:00,25.22,"UP_Predator_F1_3_6","Behavior",76
"UP","Predator","G1","S_UPH_P8",3,"9/1/23",6,18H 0M 0S,40,80,NA,"",0,2023-09-01 18:00:00,25.57,"UP_Predator_F1_3_6","Behavior",76
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,9H 0M 0S,12,84,NA,"",0,2023-09-01 09:00:00,23.21,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,9H 20M 0S,12,84,NA,"",0,2023-09-01 09:20:00,22.82,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,9H 40M 0S,16,80,NA,"",5.656854248,2023-09-01 09:40:00,21.32,"DC_Predator_F1_3_22","Physiology",76
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,10H 0M 0S,12,80,NA,"",4,2023-09-01 10:00:00,23.08,"DC_Predator_F1_3_22","Physiology",76
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,10H 20M 0S,12,84,NA,"",4,2023-09-01 10:20:00,23.03,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,10H 40M 0S,12,84,NA,"",0,2023-09-01 10:40:00,24.02,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,11H 0M 0S,28,68,NA,"",22.627416996,2023-09-01 11:00:00,22.86,"DC_Predator_F1_3_22","Physiology",64
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,11H 20M 0S,12,84,NA,"",22.627416996,2023-09-01 11:20:00,22.95,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,11H 40M 0S,8,84,NA,"",4,2023-09-01 11:40:00,24.11,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,12H 0M 0S,40,60,NA,"",40,2023-09-01 12:00:00,22.99,"DC_Predator_F1_3_22","Physiology",56
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,12H 20M 0S,40,32,NA,"",28,2023-09-01 12:20:00,22.73,"DC_Predator_F1_3_22","Physiology",28
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,12H 40M 0S,40,32,NA,"",0,2023-09-01 12:40:00,23.55,"DC_Predator_F1_3_22","Physiology",28
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,13H 0M 0S,40,32,NA,"",0,2023-09-01 13:00:00,24.54,"DC_Predator_F1_3_22","Physiology",28
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,13H 20M 0S,40,36,NA,"",4,2023-09-01 13:20:00,25.05,"DC_Predator_F1_3_22","Physiology",32
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,13H 40M 0S,40,80,NA,"",44,2023-09-01 13:40:00,26.04,"DC_Predator_F1_3_22","Physiology",76
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,14H 0M 0S,4,84,NA,"",36.221540552,2023-09-01 14:00:00,25.31,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,14H 20M 0S,4,84,NA,"",0,2023-09-01 14:20:00,26.17,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,14H 40M 0S,4,84,NA,"",0,2023-09-01 14:40:00,25.99,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,15H 0M 0S,4,84,NA,"",0,2023-09-01 15:00:00,26.6,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,15H 20M 0S,4,84,NA,"",0,2023-09-01 15:20:00,26.81,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,15H 40M 0S,4,84,NA,"",0,2023-09-01 15:40:00,26.21,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,16H 0M 0S,8,84,NA,"",4,2023-09-01 16:00:00,26.9,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,16H 20M 0S,8,84,NA,"",0,2023-09-01 16:20:00,26.47,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,16H 40M 0S,8,84,NA,"",0,2023-09-01 16:40:00,25.74,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,17H 0M 0S,8,84,NA,"",0,2023-09-01 17:00:00,25.35,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,17H 20M 0S,4,84,NA,"",4,2023-09-01 17:20:00,25.09,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,17H 40M 0S,4,84,NA,"",0,2023-09-01 17:40:00,25.22,"DC_Predator_F1_3_22","Physiology",80
"DC","Predator","G1","S_DCN_P8",3,"9/1/23",22,18H 0M 0S,4,84,NA,"",0,2023-09-01 18:00:00,25.57,"DC_Predator_F1_3_22","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,9H 0M 0S,40,8,NA,"",0,2023-09-02 09:00:00,21.79,"SP_Predator_F2_4_19","Physiology",4
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,9H 20M 0S,40,8,NA,"",0,2023-09-02 09:20:00,20.72,"SP_Predator_F2_4_19","Physiology",4
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,9H 40M 0S,40,16,NA,"",8,2023-09-02 09:40:00,22.65,"SP_Predator_F2_4_19","Physiology",12
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,10H 0M 0S,40,32,NA,"",16,2023-09-02 10:00:00,22.78,"SP_Predator_F2_4_19","Physiology",28
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,10H 20M 0S,40,32,NA,"",0,2023-09-02 10:20:00,22.39,"SP_Predator_F2_4_19","Physiology",28
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,10H 40M 0S,40,36,NA,"",4,2023-09-02 10:40:00,23.89,"SP_Predator_F2_4_19","Physiology",32
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,11H 0M 0S,40,36,NA,"",0,2023-09-02 11:00:00,23.46,"SP_Predator_F2_4_19","Physiology",32
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,11H 20M 0S,40,12,NA,"",24,2023-09-02 11:20:00,24.24,"SP_Predator_F2_4_19","Physiology",8
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,11H 40M 0S,40,4,NA,"",8,2023-09-02 11:40:00,24.32,"SP_Predator_F2_4_19","Physiology",0
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,12H 0M 0S,40,4,NA,"",0,2023-09-02 12:00:00,25.91,"SP_Predator_F2_4_19","Physiology",0
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,12H 20M 0S,36,4,NA,"",4,2023-09-02 12:20:00,25.35,"SP_Predator_F2_4_19","Physiology",0
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,12H 40M 0S,36,4,NA,"",0,2023-09-02 12:40:00,25.95,"SP_Predator_F2_4_19","Physiology",0
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,13H 0M 0S,28,32,NA,"",29.120439556,2023-09-02 13:00:00,26.64,"SP_Predator_F2_4_19","Physiology",28
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,13H 20M 0S,12,16,NA,"",22.627416996,2023-09-02 13:20:00,24.79,"SP_Predator_F2_4_19","Physiology",12
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,13H 40M 0S,40,40,NA,"",36.878177828,2023-09-02 13:40:00,24.24,"SP_Predator_F2_4_19","Physiology",36
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,14H 0M 0S,40,36,NA,"",4,2023-09-02 14:00:00,27.2,"SP_Predator_F2_4_19","Physiology",32
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,14H 20M 0S,40,40,NA,"",4,2023-09-02 14:20:00,28.27,"SP_Predator_F2_4_19","Physiology",36
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,14H 40M 0S,40,40,NA,"",0,2023-09-02 14:40:00,28.48,"SP_Predator_F2_4_19","Physiology",36
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,15H 0M 0S,40,40,NA,"",0,2023-09-02 15:00:00,27.8,"SP_Predator_F2_4_19","Physiology",36
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,15H 20M 0S,40,28,NA,"",12,2023-09-02 15:20:00,28.01,"SP_Predator_F2_4_19","Physiology",24
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,15H 40M 0S,40,32,NA,"",4,2023-09-02 15:40:00,25.91,"SP_Predator_F2_4_19","Physiology",28
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,16H 0M 0S,40,36,NA,"",4,2023-09-02 16:00:00,24.36,"SP_Predator_F2_4_19","Physiology",32
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,16H 20M 0S,40,64,NA,"",28,2023-09-02 16:20:00,23.85,"SP_Predator_F2_4_19","Physiology",60
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,16H 40M 0S,36,84,NA,"",20.396078056,2023-09-02 16:40:00,24.62,"SP_Predator_F2_4_19","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,17H 0M 0S,36,84,NA,"",0,2023-09-02 17:00:00,24.79,"SP_Predator_F2_4_19","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,17H 20M 0S,40,84,NA,"",4,2023-09-02 17:20:00,25.39,"SP_Predator_F2_4_19","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,17H 40M 0S,36,80,NA,"",5.656854248,2023-09-02 17:40:00,25.14,"SP_Predator_F2_4_19","Physiology",76
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",19,18H 0M 0S,40,84,NA,"",5.656854248,2023-09-02 18:00:00,23.46,"SP_Predator_F2_4_19","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,9H 0M 0S,8,80,NA,"",0,2023-09-02 09:00:00,21.79,"SP_Predator_F2_4_24","Physiology",76
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,9H 20M 0S,8,80,NA,"",0,2023-09-02 09:20:00,20.72,"SP_Predator_F2_4_24","Physiology",76
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,9H 40M 0S,4,84,NA,"",5.656854248,2023-09-02 09:40:00,22.65,"SP_Predator_F2_4_24","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,10H 0M 0S,4,84,NA,"",0,2023-09-02 10:00:00,22.78,"SP_Predator_F2_4_24","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,10H 20M 0S,4,84,NA,"",0,2023-09-02 10:20:00,22.39,"SP_Predator_F2_4_24","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,10H 40M 0S,4,84,NA,"",0,2023-09-02 10:40:00,23.89,"SP_Predator_F2_4_24","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,11H 0M 0S,4,84,NA,"",0,2023-09-02 11:00:00,23.46,"SP_Predator_F2_4_24","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,11H 20M 0S,4,76,NA,"",8,2023-09-02 11:20:00,24.24,"SP_Predator_F2_4_24","Physiology",72
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,11H 40M 0S,8,84,NA,"",8.944271908,2023-09-02 11:40:00,24.32,"SP_Predator_F2_4_24","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,12H 0M 0S,8,84,NA,"",0,2023-09-02 12:00:00,25.91,"SP_Predator_F2_4_24","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,12H 20M 0S,8,84,NA,"",0,2023-09-02 12:20:00,25.35,"SP_Predator_F2_4_24","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,12H 40M 0S,8,84,NA,"",0,2023-09-02 12:40:00,25.95,"SP_Predator_F2_4_24","Physiology",80
"SP","Predator","G2","S_SPN_P7",4,"9/2/23",24,13H 0M 0S,8,84,NA,"",0,2023-09-02 13:00:00,26.64,"SP_Predator_F2_4_24","Physiology",80
